ROW,X,Y,HAZARD 1 IN 30,HAZARD 1 IN 100,HAZARD 1 IN 1000,ELEVATION,SLOPE,LANDUSE,IMPERVIOUSNESS,SOIL TYPE,SUBSTRATE,NDVI,DISTANCE TO RIVER,BUILDING TYPE,DISTANCE TO ROAD
15823,295643,77127,0,0,0,84.658,1.5897,21,0,2,1,0.801511,359.629,2,34.0608
15824,295643,77117,0,0,0,81.025,20.4353,21,0,2,1,0.791435,349.989,2,24.9238
15825,295643,77107,0,0,0,78.161,13.1063,21,0,2,1,0.714587,340.371,2,15.7868
15826,295643,77097,0,0,0,74.587,51.8058,21,0,2,1,0.637386,330.775,2,6.64982
15827,295643,77087,0,0,0,72.321,4.313,21,33,2,1,0.423077,321.203,4,2.88719
15828,295643,77077,0,0,0,76.664,3.35206,21,33,2,1,0.396825,311.659,1,12.8475
15829,295643,77067,0,0,0,65.72,23.5687,21,69,2,1,0.480535,302.144,2,22.8079
15830,295643,77057,0,0,0,65.292,30.477,21,66,2,1,0.440309,292.662,1,16.353
15831,295643,77047,0,0,0,58.655,4.32501,21,78,2,1,0.378024,283.215,4,6.40318
15832,295643,77037,0,0,0,59.657,44.5789,21,77,2,1,0.401747,273.807,2,3.55309
15833,295643,77027,0,0,0,56.542,49.1289,21,77,2,1,0.447578,264.443,2,13.5094
15834,295643,77017,0,0,0,51.627,11.3357,21,50,2,1,0.618743,255.123,2,3.93127
15835,295643,77007,0,0,0,46.897,26.0365,21,30,2,1,0.686517,245.812,2,5.93584
15836,295643,76997,0,0,0,45.264,58.5541,21,30,2,1,0.630303,236.501,1,15.8029
15837,295643,76987,0,0,0,42.39,29.4363,21,36,2,1,0.59116,227.19,2,18.0925
15838,295643,76977,0,0,0,39.92,4.45759,21,44,2,1,0.537299,217.88,2,14.6914
15839,295643,76967,0,0,0,41.075,52.5294,21,44,2,1,0.558282,208.569,2,15.4155
15840,295643,76957,0,0,0,35.842,9.22087,21,49,2,1,0.782764,199.258,2,8.086
15841,295643,76947,0,0,0,33.614,4.62088,21,39,2,1,0.674829,189.947,4,1.47398
15842,295643,76937,0,0,0,42.392,45.8021,21,53,2,1,0.260078,180.637,1,11.3385
15843,295643,76927,0,0,0,34.125,57.8183,21,59,2,1,0.502985,171.326,1,21.2027
15844,295643,76917,0,0,0,30.066,9.62366,21,55,2,1,0.58427,162.015,2,24.0621
15845,295643,76907,0,0,0,31.861,50.1657,21,55,2,1,0.242653,152.704,1,15.6175
15846,295643,76897,0,0,0,24.15,8.47728,21,68,2,1,0.229275,143.393,4,6.96786
15847,295643,76887,0,0,0,24.757,27.4666,21,76,2,1,0.305668,134.083,2,2.26616
15848,295643,76877,0,0,0,28.674,22.3394,21,80,2,1,0.305668,124.772,1,4.13279
15849,295643,76867,0,0,0,19.839,16.5665,21,80,14,2,0.22881,115.461,4,14.101
15850,295643,76857,0,0,0,23.883,54.3144,21,100,14,2,0.189641,106.15,1,12.8185
15851,295643,76847,0,0,0,20.765,70.7558,21,100,14,2,0.171994,96.8396,1,3.3936
15852,295643,76837,0,0,0,21.436,72.0311,21,100,14,2,0.222037,87.5289,1,6.03133
15857,295643,76787,0,0,0,20.71,60.6765,21,56,3,2,0.538577,40.975,2,2.38268
15858,295643,76777,0,0,0,18.82,61.373,21,35,3,2,0.83001,31.6642,2,2.89227
15859,295643,76767,0,0,0,14.963,3.41806,21,19,3,2,0.855958,22.3535,2,6.20866
15860,295643,76757,0,0,0,16.928,0.26759,21,21,3,2,0.852245,13.0427,1,0.703658
15861,295643,76747,0,0,0,13.134,29.132,21,21,3,2,0.686636,3.73194,2,0.43185
15863,295643,76727,0,0,0,12.635,19.8752,21,0,3,2,0.537341,14.8896,2,0.878724
15864,295643,76717,0,0,0,16.177,63.001,21,0,3,2,0.736957,24.2004,2,7.9938
15865,295643,76707,0,0,0,14.005,14.449,21,0,3,2,0.880494,33.5111,2,1.84387
15867,295643,76687,0,0,0,18.941,15.6122,21,0,14,2,0.661187,52.1327,2,11.4319
15868,295643,76677,0,0,0,19.436,9.54565,21,0,14,2,0.717391,61.4434,2,10.631
15869,295643,76667,0,0,0,20.106,5.5311,21,30,14,2,0.781773,70.7542,2,4.59053
15870,295643,76657,0,0,0,20.786,46.611,21,35,14,2,0.702501,80.065,2,1.62717
15871,295643,76647,0,0,0,20.329,1.20742,21,35,14,2,0.629398,89.3757,4,0.472561
15872,295643,76637,0,0,0,20.405,2.5801,21,46,14,2,0.601227,98.6865,2,10.292
15873,295643,76627,0,0,0,28.205,17.6912,21,50,14,2,0.723247,107.997,1,20.1114
15874,295643,76617,0,0,0,20.868,4.07278,21,49,14,2,0.478559,117.308,2,26.1497
15875,295643,76607,0,0,0,21.564,4.75126,21,0,14,2,0.721854,126.619,2,16.3196
15876,295643,76597,0,0,0,22.094,14.9142,21,0,2,1,0.672098,135.93,2,6.48963
15877,295643,76587,0,0,0,37.139,43.8425,21,0,2,1,0.671721,145.24,2,3.34039
15878,295643,76577,0,0,0,26.569,7.12148,21,0,2,1,0.647227,154.551,2,13.1704
15879,295643,76567,0,0,0,28.713,27.3274,21,0,2,1,0.634429,163.862,2,23.0004
15880,295643,76557,0,0,0,30.8,18.2475,21,39,2,1,0.50365,173.173,2,18.7029
15881,295643,76547,0,0,0,32.949,29.7707,21,42,2,1,0.51778,182.483,4,8.74051
15882,295643,76537,0,0,0,33.759,32.6012,21,26,2,1,0.598437,191.794,2,1.1764
15883,295643,76527,0,0,0,35.168,5.0125,21,33,2,1,0.55384,201.105,2,10.4999
15884,295643,76517,0,0,0,41.579,71.027,21,41,2,1,0.690831,210.416,1,19.8234
15885,295643,76507,0,0,0,37.932,12.7399,21,44,2,1,0.529712,219.727,2,28.0092
15886,295643,76497,0,0,0,40.388,28.7828,21,56,2,1,0.538842,229.037,1,25.2125
15887,295643,76487,0,0,0,37.863,29.9247,21,56,2,1,0.454713,238.348,2,18.9141
15888,295643,76477,0,0,0,39.997,61.3367,21,70,2,1,0.396734,247.659,2,16.7278
15889,295643,76467,0,0,0,40.727,21.6163,21,64,2,1,0.476739,256.97,1,20.0473
15890,295643,76457,0,0,0,38.752,48.6205,21,30,2,1,0.62578,266.28,2,26.0013
15891,295643,76447,0,0,0,36.942,7.28427,21,0,2,1,0.812417,275.591,2,19.8926
15892,295643,76437,0,0,0,36.763,7.91443,21,33,2,1,0.809896,284.902,2,9.97574
15893,295643,76427,0,0,0,43.623,37.7394,21,33,2,1,0.700957,294.213,1,0.0588361
15894,295643,76417,0,0,0,37.533,9.1141,21,54,2,1,0.47503,303.523,2,9.85807
15895,295643,76407,0,0,0,37.998,9.07137,21,55,2,1,0.429185,312.834,2,19.775
15896,295643,76397,0,0,0,38.396,7.39613,21,47,2,1,0.50727,322.145,2,23.1438
15897,295643,76387,0,0,0,38.873,43.4846,21,59,2,1,0.49108,331.456,2,22.5135
15898,295643,76377,0,0,0,40.335,30.2376,21,56,2,1,0.602709,340.767,2,21.8831
15899,295643,76367,0,0,0,40.131,14.6412,21,56,2,1,0.371948,350.077,2,13.0573
15900,295643,76357,0,0,0,40.027,5.80395,21,60,2,1,0.397849,359.388,4,3.05834
15901,295643,76347,0,0,0,40.377,67.1433,21,80,2,1,0.402174,368.699,2,6.94057
15903,295643,76327,0,0,0,41.867,65.0928,21,54,2,1,0.223185,387.32,2,18.1112
15904,295643,76317,0,0,0,44.534,36.1174,21,54,2,1,0.655491,396.631,1,18.16
15905,295643,76307,0,0,0,42.598,44.574,21,68,2,1,0.52968,405.942,2,18.2088
15906,295643,76297,0,0,0,48.531,55.8014,21,82,2,1,0.326241,415.266,2,18.2576
15907,295643,76287,0,0,0,48.662,52.4378,21,87,2,1,0.401845,424.621,2,18.3064
15908,295643,76277,0,0,0,44.493,35.0526,21,69,2,1,0.6,434.004,2,18.3552
15909,295643,76267,0,0,0,47.055,45.3758,21,69,2,1,0.275302,443.415,2,18.4041
15910,295643,76257,0,0,0,45.088,12.1728,21,67,2,1,0.224824,452.85,2,18.4529
15911,295643,76247,0,0,0,47.557,46.2881,21,65,14,2,0.402129,462.31,1,18.5017
15912,295643,76237,0,0,0,46.996,7.71709,21,59,14,2,0.460251,471.792,2,18.55
15913,295643,76227,0,0,0,48.177,9.25132,21,45,14,2,0.379691,481.294,2,18.5982
15914,295643,76217,0,0,0,50.203,14.7197,21,40,14,2,0.45004,490.817,2,18.6464
15915,295643,76207,0,0,0,51.136,7.38031,21,40,14,2,0.477241,500.358,2,11.7926
15916,295643,76197,0,0,0,53.386,37.239,21,56,14,2,0.394183,509.917,4,3.53565
15917,295643,76187,0,0,0,54.362,20.0197,21,64,14,2,0.466111,519.492,4,5.1344
15918,295643,76177,0,0,0,56.157,56.322,21,60,14,2,0.438283,529.083,1,13.8128
15919,295643,76167,0,0,0,54.831,18.2679,21,47,14,2,0.556615,538.689,2,17.6271
15920,295643,76157,0,0,0,56.383,4.90206,21,43,14,2,0.409499,548.309,2,17.9039
15921,295643,76147,0,0,0,57.691,56.3623,21,59,14,2,0.313953,557.942,1,18.1806
15922,295643,76137,0,0,0,58.388,14.5422,21,54,14,2,0.405751,567.588,2,18.5947
15923,295643,76127,0,0,0,59.981,5.11175,21,43,14,2,0.463849,577.247,2,22.3849
15924,295643,76117,0,0,0,60.663,7.19072,21,30,14,2,0.550054,586.916,2,14.6066
15925,295643,76107,0,0,0,64.085,54.2062,21,18,14,2,0.703065,596.596,2,4.64436
15926,295643,76097,0,0,0,60.485,4.82932,21,18,2,1,0.829728,606.287,2,5.31791
15927,295643,76087,0,0,0,60.575,3.41805,21,27,2,1,0.720684,615.988,2,15.2802
15928,295643,76077,0,0,0,59.651,34.6453,21,43,2,1,0.664468,625.698,2,12.9802
15929,295643,76067,0,0,0,58.884,10.8166,21,60,2,1,0.533487,635.417,2,3.02811
15930,295643,76057,0,0,0,58.369,30.2614,21,68,2,1,0.236826,645.145,2,6.92396
15931,295643,76047,0,0,0,57.264,14.3309,21,68,12,1,0.397564,654.881,2,16.876
15932,295643,76037,0,0,0,59.384,66.3384,21,55,12,1,0.49464,664.625,1,17.7795
15933,295643,76027,0,0,0,55.14,49.6285,21,50,12,1,0.5088,674.376,2,20.2758
15934,295643,76017,0,0,0,53.056,2.01595,21,41,12,1,0.586916,684.134,2,26.5393
15935,295643,76007,0,0,0,52.701,11.3184,21,36,12,1,0.700122,693.9,2,23.4644
15936,295643,75997,0,0,0,52.005,32.7925,21,47,12,1,0.541,703.671,2,15.1552
15937,295643,75987,0,0,0,51.276,7.82397,21,47,12,1,0.517515,713.45,4,10.43
15938,295643,75977,0,0,0,50.577,67.9349,21,57,12,1,0.469194,723.234,1,13.7073
15939,295643,75967,0,0,0,51.916,58.1119,21,20,12,1,0.360924,733.024,1,21.6055
15940,295643,75957,0,0,0,48.422,9.19187,21,0,12,1,0.600354,742.82,2,30.2767
15941,295643,75947,0,0,0,47.458,31.4076,1,0,12,1,0.702039,752.621,2,38.9479
15942,295643,75937,0,0,0,47.383,58.5636,1,0,3,2,0.72637,762.427,2,47.6192
15943,295643,75927,0,0,0,47.352,5.03485,1,0,3,2,0.724731,772.238,2,56.291
15944,295643,75917,0,0,0,48.44,14.946,1,0,12,1,0.725173,782.054,2,65.173
15945,295643,75907,0,0,0,50.171,6.40887,1,0,12,1,0.702718,791.875,2,58.244
15946,295643,75897,0,0,0,51.914,12.0793,1,0,12,1,0.706435,801.7,2,48.267
15947,295643,75887,0,0,0,54.051,11.7129,1,0,12,1,0.846422,811.529,2,38.29
15948,295643,75877,0,0,0,56.317,11.0148,1,0,12,1,0.850746,821.363,2,28.3131
15949,295643,75867,0,0,0,58.39,11.1454,1,0,12,1,0.893861,831.2,2,18.3361
15950,295643,75857,0,0,0,60.145,8.02361,1,0,12,1,0.874304,841.041,2,8.35914
15951,295643,75847,0,0,0,61.327,4.286,1,0,12,1,0.732737,850.886,2,1.61782
15952,295643,75837,0,0,0,74.498,54.0372,1,0,2,1,0.629184,860.735,2,1.98183
15953,295643,75827,0,0,0,62.321,8.42947,21,0,2,1,0.583901,870.587,2,8.0017
15954,295643,75817,0,0,0,64.077,66.7979,21,31,2,1,0.523653,880.442,2,17.9852
15955,295643,75807,0,0,0,69.659,23.8867,21,52,2,1,0.380323,890.301,1,27.2455
15956,295643,75797,0,0,0,64.169,71.4829,21,60,2,1,0.332698,900.162,1,19.7385
15957,295643,75787,0,0,0,62.886,5.29733,21,53,2,1,0.535256,910.027,2,10.7186
15958,295643,75777,0,0,0,61.901,4.1115,21,53,14,2,0.550114,919.894,4,1.69866
15959,295643,75767,0,0,0,61.913,9.98456,21,59,14,2,0.470278,929.765,4,7.32127
15960,295643,75757,0,0,0,66.06,47.2029,21,69,14,2,0.421397,939.638,1,16.3412
15961,295643,75747,0,0,0,64.008,58.7213,21,79,14,2,0.421136,949.514,2,13.6221
15962,295643,75737,0,0,0,62.565,21.3847,21,74,14,2,0.4082,959.392,2,3.92642
15963,295643,75727,0,0,0,61.554,7.68025,21,64,14,2,0.371821,969.273,4,5.76928
15964,295643,75717,0,0,0,60.822,21.4004,21,64,14,2,0.388306,979.156,2,15.465
15965,295643,75707,0,0,0,61.918,72.4247,21,60,14,2,0.375,989.042,1,25.1607
15966,295643,75697,0,0,0,60.097,6.34813,21,46,14,2,0.526846,998.93,2,34.7442
15967,295643,75687,0,0,0,61.072,38.2175,21,30,14,2,0.71823,1008.82,2,38.4114
15968,295643,75677,0,0,0,59.14,8.98618,21,0,14,2,0.78908,1018.71,2,29.6172
15969,295643,75667,0,0,0,60.64,52.4887,21,29,14,2,0.776014,1028.61,1,20.0777
15970,295643,75657,0,0,0,58.437,19.2944,21,29,14,2,0.63876,1038.5,2,10.2697
15972,295643,75637,0,0,0,58.592,3.51533,21,39,14,2,0.590533,1058.3,2,9.46313
15973,295643,75627,0,0,0,61.529,67.743,21,50,14,2,0.534914,1068.2,2,19.4013
15974,295643,75617,0,0,0,59.331,6.59589,21,53,14,2,0.541171,1078.11,2,29.3395
15975,295643,75607,0,0,0,59.874,13.0052,21,46,14,2,0.62277,1088.01,2,23.442
15976,295643,75597,0,0,0,60.235,14.9832,21,39,14,2,0.601708,1097.92,2,15.8351
15977,295643,75587,0,0,0,59.843,6.74336,21,45,14,2,0.434849,1107.83,2,10.7757
15978,295643,75577,0,0,0,59.676,28.5564,21,48,14,2,0.413314,1117.74,2,11.2976
15979,295643,75567,0,0,0,59.379,17.1602,21,56,14,2,0.344789,1127.65,4,6.54795
15980,295643,75557,0,0,0,59.067,5.23987,21,56,14,2,0.434091,1137.57,4,3.0508
15981,295643,75547,0,0,0,60.118,37.8082,21,58,14,2,0.425474,1147.48,2,12.6496
15982,295643,75537,0,0,0,58.925,67.4783,21,50,14,2,0.348571,1157.4,2,21.3262
15983,295653,78067,0,0,0,31.757,,,0,,,0.826796,,,
15984,295653,78057,0,0,0,32.785,8.35597,,0,2,1,0.860465,,2,
15985,295653,78047,0,0,0,34.15,8.03524,3,0,2,1,0.839644,286.53,2,17.6692
15986,295653,78037,0,0,0,35.46,6.78936,3,0,2,1,0.802018,293.89,2,8.53853
15987,295653,78027,0,0,0,39.688,13.7275,3,0,2,1,0.826995,301.402,2,0.592149
15988,295653,78017,0,0,0,38.271,6.22493,3,0,2,1,0.840708,309.055,2,9.01054
15989,295653,78007,0,0,0,38.759,6.59123,3,0,2,1,0.845904,316.839,2,17.326
15990,295653,77997,0,0,0,38.99,7.48936,3,0,2,1,0.843358,324.744,2,25.6415
15991,295653,77987,0,0,0,38.659,8.73764,3,0,2,1,0.85209,332.762,2,33.957
15992,295653,77977,0,0,0,38.073,9.4618,3,0,2,1,0.85171,340.885,2,42.2725
15993,295653,77967,0,0,0,37.46,9.1721,3,0,2,1,0.8473,349.105,2,50.588
15994,295653,77957,0,0,0,37.286,8.34929,3,0,2,1,0.849553,357.417,2,58.9035
15995,295653,77947,0,0,0,37.699,7.39541,3,0,2,1,0.814653,365.812,2,67.219
15996,295653,77937,0,0,0,38.655,8.70678,3,0,2,1,0.838617,374.287,2,72.3776
15997,295653,77927,0,0,0,39.977,11.3224,3,0,2,1,0.837514,382.835,2,69.2427
15998,295653,77917,0,0,0,41.51,11.8036,3,0,2,1,0.783327,391.451,2,64.5875
15999,295653,77907,0,0,0,43.103,10.5867,3,0,2,1,0.780545,400.133,2,58.9599
16000,295653,77897,0,0,0,44.442,9.83205,3,0,2,1,0.806409,408.874,2,51.6028
16001,295653,77887,0,0,0,45.391,7.04742,3,0,2,1,0.821071,417.672,2,43.5007
16002,295653,77877,0,0,0,45.836,5.77585,3,0,2,1,0.840042,426.523,2,35.3986
16003,295653,77867,0,0,0,46.13,4.87377,3,0,2,1,0.843531,435.424,2,27.2965
16004,295653,77857,0,0,0,46.554,4.46008,3,0,2,1,0.843054,444.371,2,19.1943
16005,295653,77847,0,0,0,46.883,2.47668,3,0,2,1,0.814869,453.363,2,11.0922
16006,295653,77837,0,0,0,47.048,1.46453,3,0,2,1,0.794891,462.396,2,2.9901
16007,295653,77827,0,0,0,49.479,43.1283,3,0,2,1,0.807277,471.467,4,0.195076
16008,295653,77817,0,0,0,47.657,4.8932,3,0,2,1,0.796278,480.576,2,1.22583
16009,295653,77807,0,0,0,48.19,0.968383,3,0,2,1,0.725322,489.72,2,5.06655
16010,295653,77797,0,0,0,48.112,2.18536,3,0,2,1,0.751412,498.896,2,13.9259
16011,295653,77787,0,0,0,48.054,3.76188,4,0,2,1,0.807763,508.104,2,22.7883
16012,295653,77777,0,0,0,47.722,4.01848,4,0,2,1,0.799826,517.34,2,31.6507
16013,295653,77767,0,0,0,47.319,3.71179,4,0,2,1,0.798134,526.605,2,40.5131
16014,295653,77757,0,0,0,46.834,4.45862,4,0,2,1,0.788924,535.896,2,46.8467
16015,295653,77747,0,0,0,46.2,5.56781,4,0,2,1,0.781224,545.213,2,37.5598
16016,295653,77737,0,0,0,45.332,7.54005,4,0,2,1,0.76531,554.553,2,28.2729
16017,295653,77727,0,0,0,44.283,8.10982,4,0,2,1,0.778997,563.916,2,18.986
16018,295653,77717,0,0,0,43.396,5.67851,4,0,2,1,0.787296,573.3,2,9.69904
16019,295653,77707,0,0,0,41.439,13.3324,4,0,2,1,0.809866,582.705,2,0.412125
16020,295653,77697,0,0,0,39.382,14.4517,4,0,2,1,0.815221,592.129,2,8.87479
16021,295653,77687,0,0,0,37.02,14.4677,4,0,2,1,0.78276,601.572,2,18.1617
16022,295653,77677,0,0,0,34.76,5.73302,4,0,2,1,0.768638,611.032,2,27.4486
16023,295653,77667,0,0,0,34.185,3.56314,4,0,2,1,0.806768,620.51,2,33.5079
16024,295653,77657,0,0,0,33.891,2.53116,4,0,2,1,0.758621,630.003,2,23.9703
16025,295653,77647,0,0,0,34.035,3.00484,4,0,2,1,0.794292,639.512,2,14.4326
16026,295653,77637,0,0,0,37.822,64.7019,4,0,2,1,0.781022,649.036,2,4.89494
16027,295653,77627,0,0,0,36.998,10.792,4,0,2,1,0.790832,658.574,2,4.64273
16028,295653,77617,0,0,0,39.386,15.2728,4,0,2,1,0.760576,668.126,2,14.1804
16029,295653,77607,0,0,0,42.087,14.9217,1,0,2,1,0.701559,677.69,2,23.7181
16030,295653,77597,0,0,0,44.849,17.8796,1,0,2,1,0.656079,687.267,2,33.2557
16031,295653,77587,0,0,0,47.841,17.3992,1,0,2,1,0.770297,696.856,2,42.7934
16032,295653,77577,0,0,0,50.634,15.759,1,0,2,1,0.732965,706.456,2,38.3847
16033,295653,77567,0,0,0,53.317,15.6306,1,0,2,1,0.60689,716.067,2,28.7403
16034,295653,77557,0,0,0,56.064,15.7697,1,0,2,1,0.646341,725.688,2,19.0958
16035,295653,77547,0,0,0,58.363,12.4444,1,0,2,1,0.828193,735.32,2,9.45131
16036,295653,77537,0,0,0,61.513,5.05166,1,0,2,1,0.778141,744.961,2,0.193168
16037,295653,77527,0,0,0,63.362,13.1128,1,0,2,1,0.784007,754.276,2,9.83765
16038,295653,77517,0,0,0,65.413,13.2301,1,0,2,1,0.784227,744.373,2,19.4821
16039,295653,77507,0,0,0,67.347,13.6933,1,0,2,1,0.760325,734.474,2,19.9913
16040,295653,77497,0,0,0,68.979,14.594,1,0,2,1,0.701439,724.577,2,10.0173
16041,295653,77487,0,0,0,70.944,15.6669,4,0,2,1,0.662317,714.682,2,0.0433045
16042,295653,77477,0,0,0,72.949,15.1552,4,0,2,1,0.581256,704.791,2,9.93069
16043,295653,77467,0,0,0,74.73,15.8604,4,0,2,1,0.574271,694.903,2,19.9047
16044,295653,77457,0,0,0,76.538,14.3675,4,0,2,1,0.553732,685.018,2,29.8787
16045,295653,77447,0,0,0,78.596,15.2615,4,0,2,1,0.546845,675.137,2,39.8527
16046,295653,77437,0,0,0,80.647,15.9718,4,0,2,1,0.525424,665.259,2,47.7053
16047,295653,77427,0,0,0,82.8,12.62,4,0,2,1,0.530271,655.385,2,39.7662
16048,295653,77417,0,0,0,84.511,9.66941,4,0,2,1,0.50627,645.515,2,31.827
16049,295653,77407,0,0,0,86.022,10.0123,4,0,2,1,0.501462,635.648,2,23.8879
16050,295653,77397,0,0,0,87.32,7.24873,4,0,2,1,0.546519,625.786,2,15.9487
16051,295653,77387,0,0,0,88.611,6.40411,4,0,2,1,0.581395,615.929,2,8.00961
16052,295653,77377,0,0,0,89.635,6.66462,4,0,2,1,0.589668,606.076,2,0.302245
16053,295653,77367,0,0,0,90.927,7.27809,4,0,2,1,0.580391,596.228,2,0.331089
16054,295653,77357,0,0,0,92.148,6.56896,4,0,2,1,0.56443,586.385,2,3.49903
16055,295653,77347,0,0,0,93.018,5.09587,4,0,2,1,0.572071,576.548,2,6.66698
16056,295653,77337,0,0,0,93.99,6.1592,4,0,2,1,0.54598,566.716,2,9.83492
16057,295653,77327,0,0,0,94.948,5.21317,4,0,2,1,0.556531,556.89,2,12.6609
16058,295653,77317,0,0,0,95.713,4.70397,4,0,2,1,0.547219,547.071,2,15.3257
16059,295653,77307,0,0,0,96.287,6.03567,4,0,2,1,0.573079,537.258,2,17.9905
16060,295653,77297,0,0,0,97.031,6.60921,4,0,2,1,0.674419,527.452,2,20.6553
16061,295653,77287,0,0,0,97.651,5.26113,4,0,2,1,0.602119,517.654,2,23.3201
16062,295653,77277,0,0,0,98.381,5.58416,4,0,2,1,0.558783,507.863,2,25.9849
16063,295653,77267,0,0,0,98.833,4.97458,4,0,2,1,0.551958,498.081,2,28.6497
16064,295653,77257,0,0,0,99.146,4.66331,4,0,2,1,0.602712,488.308,2,23.8824
16065,295653,77247,0,0,0,99.376,4.21138,4,0,2,1,0.735824,478.544,2,14.1477
16066,295653,77237,0,0,0,100.161,18.2797,4,0,2,1,0.79238,468.79,2,4.41311
16067,295653,77227,0,0,0,99.023,3.73992,4,0,2,1,0.814452,459.047,2,2.54399
16068,295653,77217,0,0,0,98.551,4.29645,4,0,2,1,0.844139,449.314,2,12.2948
16069,295653,77207,0,0,0,97.771,6.56694,4,0,2,1,0.843419,439.594,2,22.0457
16070,295653,77197,0,0,0,96.439,8.17999,4,0,2,1,0.82659,429.887,2,31.7965
16071,295653,77187,0,0,0,95.055,8.07734,4,0,2,1,0.83703,420.194,2,41.5473
16072,295653,77177,0,0,0,93.685,7.85722,4,0,2,1,0.842895,410.515,2,51.2981
16073,295653,77167,0,0,0,92.024,11.7749,4,0,2,1,0.828826,400.852,2,61.049
16074,295653,77157,0,0,0,90.171,12.589,4,0,2,1,0.800697,391.206,2,65.5357
16075,295653,77147,0,0,0,88.717,36.1815,3,0,2,1,0.808732,381.578,2,56.3987
16076,295653,77137,0,0,0,86.436,32.8286,3,0,2,1,0.823675,371.969,2,47.2617
16077,295653,77127,0,0,0,84.119,6.62643,3,0,2,1,0.842524,362.382,2,37.8438
16078,295653,77117,0,0,0,80.92,14.5448,3,0,2,1,0.831801,352.818,2,27.8834
16079,295653,77107,0,0,0,78.417,15.1158,21,0,2,1,0.763906,343.279,2,17.9231
16080,295653,77097,0,0,0,75.75,21.4819,21,0,2,1,0.689394,333.767,2,7.96272
16081,295653,77087,0,0,0,72.032,2.7879,21,33,2,1,0.515215,324.284,4,1.99764
16082,295653,77077,0,0,0,67.362,66.5595,21,33,2,1,0.35692,314.833,1,11.958
16083,295653,77067,0,0,0,66.713,21.4753,21,71,2,1,0.463597,305.417,4,21.9184
16084,295653,77057,0,0,0,61.922,32.3573,21,73,2,1,0.484222,296.039,2,17.2936
16085,295653,77047,0,0,0,59.165,65.3211,21,87,2,1,0.350436,286.703,2,7.33736
16086,295653,77037,0,0,0,57.963,33.8297,21,79,2,1,0.246992,277.392,4,2.61891
16087,295653,77027,0,0,0,58.217,24.4302,21,79,2,1,0.426766,268.082,1,12.5752
16088,295653,77017,0,0,0,51.275,17.3037,21,50,2,1,0.587574,258.771,2,5.55615
16089,295653,77007,0,0,0,46.764,32.26,21,33,2,1,0.673946,249.46,2,4.31096
16090,295653,76997,0,0,0,44.808,9.57463,21,30,2,1,0.619013,240.149,2,14.1781
16091,295653,76987,0,0,0,42.743,12.1377,21,33,2,1,0.619013,230.839,2,11.5643
16092,295653,76977,0,0,0,44.45,29.849,21,37,2,1,0.667912,221.528,1,4.71534
16093,295653,76967,0,0,0,38.094,8.95016,21,37,2,1,0.508961,212.217,2,5.8583
16094,295653,76957,0,0,0,40.334,60.6127,21,46,2,1,0.553747,202.906,2,1.28448
16095,295653,76947,0,0,0,33.113,5.30812,21,42,2,1,0.675559,193.596,4,0.168277
16096,295653,76937,0,0,0,39.787,75.9876,21,57,2,1,0.659193,184.285,2,9.69588
16097,295653,76927,0,0,0,39.507,75.6969,21,80,2,1,0.227682,174.974,1,17.0267
16098,295653,76917,0,0,0,30.346,17.7788,21,79,2,1,0.329861,165.663,2,15.6741
16099,295653,76907,0,0,0,26.204,10.2605,21,79,2,1,0.390418,156.352,4,10.0815
16100,295653,76897,0,0,0,30.103,56.2086,21,88,2,1,0.208358,147.042,1,1.81674
16101,295653,76887,0,0,0,23.626,62.9406,21,66,2,1,0.211204,137.731,2,5.03804
16102,295653,76877,0,0,0,26.218,36.8634,21,87,2,1,0.24812,128.42,1,4.93012
16103,295653,76867,0,0,0,20.134,37.7703,20,87,14,2,0.20603,119.109,2,14.8983
16104,295653,76857,0,0,0,21.466,51.6853,20,89,14,2,0.235622,109.799,1,16.1608
16105,295653,76847,0,0,0,25.101,39.1899,20,100,14,2,0.121479,100.488,1,6.73585
16107,295653,76827,0,0,0,22.056,48.6538,20,100,14,2,0.189522,81.8663,1,11.9143
16110,295653,76797,0,0,0,23.05,62.8467,21,85,14,2,0.516441,53.934,1,1.69181
16111,295653,76787,0,0,0,16.677,66.4736,21,58,14,2,0.667859,44.6232,2,3.09505
16112,295653,76777,0,0,0,18.894,52.7007,21,35,3,2,0.538462,35.3125,1,1.40347
16113,295653,76767,0,0,0,14.733,12.7181,21,35,3,2,0.635971,26.0017,4,3.70868
16114,295653,76757,0,0,0,14.145,25.4613,21,37,3,2,0.669617,16.6909,4,7.53771
16115,295653,76747,0,0,0,16.596,2.2211,21,37,3,2,0.558621,7.38017,1,6.82307
16118,295653,76717,0,0,0,12.691,15.574,21,0,3,2,0.830837,20.5521,4,4.59532
16119,295653,76707,0,0,0,18.264,73.2026,21,25,3,2,0.835981,29.8629,2,3.63834
16120,295653,76697,0,0,0,23.199,19.7817,21,25,3,2,0.548441,39.1737,1,13.476
16122,295653,76677,0,0,0,18.818,7.19456,21,39,14,2,0.7361,57.7952,2,5.4756
16123,295653,76667,0,0,0,19.635,8.54774,21,35,14,2,0.689869,67.106,2,3.28456
16125,295653,76647,0,0,0,20.232,1.74321,21,35,14,2,0.755877,85.7275,4,1.41921
16127,295653,76627,0,0,0,20.883,30.7647,21,42,14,2,0.548673,104.349,2,18.1168
